,drone_model,dataset,controller,sentence_id,words,labels
34,DJI_Inspire_1,df010,mobile_iOS,7,ActiveTrack,B-STATE
35,DJI_Inspire_1,df010,mobile_iOS,8,Your,O
36,DJI_Inspire_1,df010,mobile_iOS,8,palm,O
37,DJI_Inspire_1,df010,mobile_iOS,8,is,O
38,DJI_Inspire_1,df010,mobile_iOS,8,too,O
39,DJI_Inspire_1,df010,mobile_iOS,8,far,O
40,DJI_Inspire_1,df010,mobile_iOS,8,away,O
41,DJI_Inspire_1,df010,mobile_iOS,8,from,O
42,DJI_Inspire_1,df010,mobile_iOS,8,the,O
43,DJI_Inspire_1,df010,mobile_iOS,8,aircraft,B-COMPONENT
44,DJI_Inspire_1,df010,mobile_iOS,8,.,O
45,DJI_Inspire_1,df010,mobile_iOS,8,Please,O
46,DJI_Inspire_1,df010,mobile_iOS,8,step,O
47,DJI_Inspire_1,df010,mobile_iOS,8,closer,O
48,DJI_Inspire_1,df010,mobile_iOS,8,.,O
49,DJI_Inspire_1,df010,mobile_iOS,9,Your,O
50,DJI_Inspire_1,df010,mobile_iOS,9,palm,O
51,DJI_Inspire_1,df010,mobile_iOS,9,is,O
52,DJI_Inspire_1,df010,mobile_iOS,9,too,O
53,DJI_Inspire_1,df010,mobile_iOS,9,far,O
54,DJI_Inspire_1,df010,mobile_iOS,9,away,O
55,DJI_Inspire_1,df010,mobile_iOS,9,from,O
56,DJI_Inspire_1,df010,mobile_iOS,9,the,O
57,DJI_Inspire_1,df010,mobile_iOS,9,aircraft,B-COMPONENT
58,DJI_Inspire_1,df010,mobile_iOS,9,.,O
59,DJI_Inspire_1,df010,mobile_iOS,9,Please,O
60,DJI_Inspire_1,df010,mobile_iOS,9,step,O
61,DJI_Inspire_1,df010,mobile_iOS,9,closer,O
62,DJI_Inspire_1,df010,mobile_iOS,9,.,O
63,DJI_Inspire_1,df010,mobile_iOS,10,Your,O
64,DJI_Inspire_1,df010,mobile_iOS,10,palm,O
65,DJI_Inspire_1,df010,mobile_iOS,10,is,O
66,DJI_Inspire_1,df010,mobile_iOS,10,too,O
67,DJI_Inspire_1,df010,mobile_iOS,10,close,O
68,DJI_Inspire_1,df010,mobile_iOS,10,to,O
69,DJI_Inspire_1,df010,mobile_iOS,10,the,O
70,DJI_Inspire_1,df010,mobile_iOS,10,aircraft,B-COMPONENT
71,DJI_Inspire_1,df010,mobile_iOS,10,.,O
72,DJI_Inspire_1,df010,mobile_iOS,10,Please,O
73,DJI_Inspire_1,df010,mobile_iOS,10,step,O
74,DJI_Inspire_1,df010,mobile_iOS,10,farther,O
75,DJI_Inspire_1,df010,mobile_iOS,10,away,O
76,DJI_Inspire_1,df010,mobile_iOS,10,.,O
77,DJI_Inspire_1,df010,mobile_iOS,11,PalmControl,B-ACTION
78,DJI_Inspire_1,df010,mobile_iOS,11,in,O
79,DJI_Inspire_1,df010,mobile_iOS,11,Process,O
80,DJI_Inspire_1,df010,mobile_iOS,12,PalmControl,B-ACTION
81,DJI_Inspire_1,df010,mobile_iOS,12,in,O
82,DJI_Inspire_1,df010,mobile_iOS,12,Process,O
83,DJI_Inspire_1,df010,mobile_iOS,13,Your,O
84,DJI_Inspire_1,df010,mobile_iOS,13,palm,O
85,DJI_Inspire_1,df010,mobile_iOS,13,is,O
86,DJI_Inspire_1,df010,mobile_iOS,13,too,O
87,DJI_Inspire_1,df010,mobile_iOS,13,close,O
88,DJI_Inspire_1,df010,mobile_iOS,13,to,O
89,DJI_Inspire_1,df010,mobile_iOS,13,the,O
90,DJI_Inspire_1,df010,mobile_iOS,13,aircraft,B-COMPONENT
91,DJI_Inspire_1,df010,mobile_iOS,13,.,O
92,DJI_Inspire_1,df010,mobile_iOS,13,Please,O
93,DJI_Inspire_1,df010,mobile_iOS,13,step,O
94,DJI_Inspire_1,df010,mobile_iOS,13,farther,O
95,DJI_Inspire_1,df010,mobile_iOS,13,away,O
96,DJI_Inspire_1,df010,mobile_iOS,13,.,O
97,DJI_Inspire_1,df010,mobile_iOS,14,Your,O
98,DJI_Inspire_1,df010,mobile_iOS,14,palm,O
99,DJI_Inspire_1,df010,mobile_iOS,14,is,O
100,DJI_Inspire_1,df010,mobile_iOS,14,too,O
101,DJI_Inspire_1,df010,mobile_iOS,14,far,O
102,DJI_Inspire_1,df010,mobile_iOS,14,away,O
103,DJI_Inspire_1,df010,mobile_iOS,14,from,O
104,DJI_Inspire_1,df010,mobile_iOS,14,the,O
105,DJI_Inspire_1,df010,mobile_iOS,14,aircraft,B-COMPONENT
106,DJI_Inspire_1,df010,mobile_iOS,14,.,O
107,DJI_Inspire_1,df010,mobile_iOS,14,Please,O
108,DJI_Inspire_1,df010,mobile_iOS,14,step,O
109,DJI_Inspire_1,df010,mobile_iOS,14,closer,O
110,DJI_Inspire_1,df010,mobile_iOS,14,.,O
111,DJI_Inspire_1,df010,mobile_iOS,15,Your,O
112,DJI_Inspire_1,df010,mobile_iOS,15,palm,O
113,DJI_Inspire_1,df010,mobile_iOS,15,is,O
114,DJI_Inspire_1,df010,mobile_iOS,15,too,O
115,DJI_Inspire_1,df010,mobile_iOS,15,close,O
116,DJI_Inspire_1,df010,mobile_iOS,15,to,O
117,DJI_Inspire_1,df010,mobile_iOS,15,the,O
118,DJI_Inspire_1,df010,mobile_iOS,15,aircraft,B-COMPONENT
119,DJI_Inspire_1,df010,mobile_iOS,15,.,O
120,DJI_Inspire_1,df010,mobile_iOS,15,Please,O
121,DJI_Inspire_1,df010,mobile_iOS,15,step,O
122,DJI_Inspire_1,df010,mobile_iOS,15,farther,O
123,DJI_Inspire_1,df010,mobile_iOS,15,away,O
124,DJI_Inspire_1,df010,mobile_iOS,15,.,O
125,DJI_Inspire_1,df010,mobile_iOS,16,PalmControl,B-ACTION
126,DJI_Inspire_1,df010,mobile_iOS,16,in,O
127,DJI_Inspire_1,df010,mobile_iOS,16,Process,O
128,DJI_Inspire_1,df010,mobile_iOS,17,PalmControl,B-ACTION
129,DJI_Inspire_1,df010,mobile_iOS,17,in,O
130,DJI_Inspire_1,df010,mobile_iOS,17,Process,O
131,DJI_Inspire_1,df010,mobile_iOS,18,PalmControl,B-ACTION
132,DJI_Inspire_1,df010,mobile_iOS,18,in,O
133,DJI_Inspire_1,df010,mobile_iOS,18,Process,O
134,DJI_Inspire_1,df010,mobile_iOS,19,PalmControl,B-ACTION
135,DJI_Inspire_1,df010,mobile_iOS,19,in,O
136,DJI_Inspire_1,df010,mobile_iOS,19,Process,O
137,DJI_Inspire_1,df010,mobile_iOS,20,Camera,B-STATE
138,DJI_Inspire_1,df010,mobile_iOS,20,Settings,I-STATE
139,DJI_Inspire_1,df010,mobile_iOS,20,Adjusted,O
140,DJI_Inspire_1,df010,mobile_iOS,20,to,O
141,DJI_Inspire_1,df010,mobile_iOS,20,ActiveTrack,B-STATE
142,DJI_Inspire_1,df010,mobile_iOS,21,Drag,O
143,DJI_Inspire_1,df010,mobile_iOS,21,a,O
144,DJI_Inspire_1,df010,mobile_iOS,21,box,O
145,DJI_Inspire_1,df010,mobile_iOS,21,around,O
146,DJI_Inspire_1,df010,mobile_iOS,21,or,O
147,DJI_Inspire_1,df010,mobile_iOS,21,tap,O
148,DJI_Inspire_1,df010,mobile_iOS,21,a,O
149,DJI_Inspire_1,df010,mobile_iOS,21,target,O
150,DJI_Inspire_1,df010,mobile_iOS,21,on,O
151,DJI_Inspire_1,df010,mobile_iOS,21,screen,O
152,DJI_Inspire_1,df010,mobile_iOS,21,.,O
153,DJI_Inspire_1,df010,mobile_iOS,21,Then,O
154,DJI_Inspire_1,df010,mobile_iOS,21,tap,O
155,DJI_Inspire_1,df010,mobile_iOS,21,Go,O
156,DJI_Inspire_1,df010,mobile_iOS,21,.,O
157,DJI_Inspire_1,df010,mobile_iOS,22,Camera,B-STATE
158,DJI_Inspire_1,df010,mobile_iOS,22,Settings,I-STATE
159,DJI_Inspire_1,df010,mobile_iOS,22,Adjusted,O
160,DJI_Inspire_1,df010,mobile_iOS,22,to,O
161,DJI_Inspire_1,df010,mobile_iOS,22,ActiveTrack,B-STATE
162,DJI_Inspire_1,df010,mobile_iOS,23,Drag,O
163,DJI_Inspire_1,df010,mobile_iOS,23,a,O
164,DJI_Inspire_1,df010,mobile_iOS,23,box,O
165,DJI_Inspire_1,df010,mobile_iOS,23,around,O
166,DJI_Inspire_1,df010,mobile_iOS,23,or,O
167,DJI_Inspire_1,df010,mobile_iOS,23,tap,O
168,DJI_Inspire_1,df010,mobile_iOS,23,a,O
169,DJI_Inspire_1,df010,mobile_iOS,23,target,O
170,DJI_Inspire_1,df010,mobile_iOS,23,on,O
171,DJI_Inspire_1,df010,mobile_iOS,23,screen,O
172,DJI_Inspire_1,df010,mobile_iOS,23,.,O
173,DJI_Inspire_1,df010,mobile_iOS,23,Then,O
174,DJI_Inspire_1,df010,mobile_iOS,23,tap,O
175,DJI_Inspire_1,df010,mobile_iOS,23,Go,O
176,DJI_Inspire_1,df010,mobile_iOS,23,.,O
177,DJI_Inspire_1,df010,mobile_iOS,24,Can,O
178,DJI_Inspire_1,df010,mobile_iOS,24,not,O
179,DJI_Inspire_1,df010,mobile_iOS,24,Identify,O
180,DJI_Inspire_1,df010,mobile_iOS,24,Subject,O
181,DJI_Inspire_1,df010,mobile_iOS,25,Taking,B-ACTION
182,DJI_Inspire_1,df010,mobile_iOS,25,Off,I-ACTION
183,DJI_Inspire_1,df010,mobile_iOS,25,.,O
184,DJI_Inspire_1,df010,mobile_iOS,26,Taking,B-ACTION
185,DJI_Inspire_1,df010,mobile_iOS,26,Off,I-ACTION
186,DJI_Inspire_1,df010,mobile_iOS,26,.,O
187,DJI_Inspire_1,df010,mobile_iOS,27,Compass,B-ISSUE
188,DJI_Inspire_1,df010,mobile_iOS,27,Interference,I-ISSUE
189,DJI_Inspire_1,df010,mobile_iOS,27,.,O
190,DJI_Inspire_1,df010,mobile_iOS,27,Temp,O
191,DJI_Inspire_1,df010,mobile_iOS,27,Max,B-PARAMETER
192,DJI_Inspire_1,df010,mobile_iOS,27,Altitude,I-PARAMETER
193,DJI_Inspire_1,df010,mobile_iOS,27,:,O
194,DJI_Inspire_1,df010,mobile_iOS,27,98,O
195,DJI_Inspire_1,df010,mobile_iOS,27,ft,O
196,DJI_Inspire_1,df010,mobile_iOS,28,Taking,B-ACTION
197,DJI_Inspire_1,df010,mobile_iOS,28,Off,I-ACTION
198,DJI_Inspire_1,df010,mobile_iOS,28,.,O
199,DJI_Inspire_1,df010,mobile_iOS,29,Taking,B-ACTION
200,DJI_Inspire_1,df010,mobile_iOS,29,Off,I-ACTION
201,DJI_Inspire_1,df010,mobile_iOS,29,.,O
202,DJI_Inspire_1,df010,mobile_iOS,30,Taking,B-ACTION
203,DJI_Inspire_1,df010,mobile_iOS,30,Off,I-ACTION
204,DJI_Inspire_1,df010,mobile_iOS,30,.,O
205,DJI_Inspire_1,df010,mobile_iOS,31,Taking,B-ACTION
206,DJI_Inspire_1,df010,mobile_iOS,31,Off,I-ACTION
207,DJI_Inspire_1,df010,mobile_iOS,31,.,O
208,DJI_Inspire_1,df010,mobile_iOS,32,Taking,B-ACTION
209,DJI_Inspire_1,df010,mobile_iOS,32,Off,I-ACTION
210,DJI_Inspire_1,df010,mobile_iOS,32,.,O
211,DJI_Inspire_1,df010,mobile_iOS,33,Taking,B-ACTION
212,DJI_Inspire_1,df010,mobile_iOS,33,Off,I-ACTION
213,DJI_Inspire_1,df010,mobile_iOS,33,.,O
214,DJI_Inspire_1,df010,mobile_iOS,34,Home,B-PARAMETER
215,DJI_Inspire_1,df010,mobile_iOS,34,Point,I-PARAMETER
216,DJI_Inspire_1,df010,mobile_iOS,34,Recorded,O
217,DJI_Inspire_1,df010,mobile_iOS,34,.,O
218,DJI_Inspire_1,df010,mobile_iOS,34,RTH,B-PARAMETER
219,DJI_Inspire_1,df010,mobile_iOS,34,Altitude,I-PARAMETER
220,DJI_Inspire_1,df010,mobile_iOS,34,:,O
221,DJI_Inspire_1,df010,mobile_iOS,34,30m,O
222,DJI_Inspire_1,df010,mobile_iOS,34,.,O
223,DJI_Inspire_1,df010,mobile_iOS,35,Home,B-PARAMETER
224,DJI_Inspire_1,df010,mobile_iOS,35,Point,I-PARAMETER
225,DJI_Inspire_1,df010,mobile_iOS,35,Recorded,O
226,DJI_Inspire_1,df010,mobile_iOS,35,.,O
227,DJI_Inspire_1,df010,mobile_iOS,35,RTH,B-PARAMETER
228,DJI_Inspire_1,df010,mobile_iOS,35,Altitude,I-PARAMETER
229,DJI_Inspire_1,df010,mobile_iOS,35,:,O
230,DJI_Inspire_1,df010,mobile_iOS,35,30m,O
231,DJI_Inspire_1,df010,mobile_iOS,35,.,O
232,DJI_Inspire_1,df010,mobile_iOS,36,Obstacle,B-FUNCTION
233,DJI_Inspire_1,df010,mobile_iOS,36,Avoidance,I-FUNCTION
234,DJI_Inspire_1,df010,mobile_iOS,36,will,O
235,DJI_Inspire_1,df010,mobile_iOS,36,be,O
236,DJI_Inspire_1,df010,mobile_iOS,36,disabled,O
237,DJI_Inspire_1,df010,mobile_iOS,36,in,O
238,DJI_Inspire_1,df010,mobile_iOS,36,landing,O
239,DJI_Inspire_1,df010,mobile_iOS,36,.,O
240,DJI_Inspire_1,df010,mobile_iOS,37,Taking,B-ACTION
241,DJI_Inspire_1,df010,mobile_iOS,37,Off,I-ACTION
242,DJI_Inspire_1,df010,mobile_iOS,37,.,O
243,DJI_Inspire_1,df010,mobile_iOS,38,Taking,B-ACTION
244,DJI_Inspire_1,df010,mobile_iOS,38,Off,I-ACTION
245,DJI_Inspire_1,df010,mobile_iOS,38,.,O
246,DJI_Inspire_1,df010,mobile_iOS,39,Home,B-PARAMETER
247,DJI_Inspire_1,df010,mobile_iOS,39,Point,I-PARAMETER
248,DJI_Inspire_1,df010,mobile_iOS,39,Recorded,O
249,DJI_Inspire_1,df010,mobile_iOS,39,.,O
250,DJI_Inspire_1,df010,mobile_iOS,39,RTH,B-PARAMETER
251,DJI_Inspire_1,df010,mobile_iOS,39,Altitude,I-PARAMETER
252,DJI_Inspire_1,df010,mobile_iOS,39,:,O
253,DJI_Inspire_1,df010,mobile_iOS,39,30m,O
254,DJI_Inspire_1,df010,mobile_iOS,39,.,O
255,DJI_Inspire_1,df010,mobile_iOS,40,Obstacle,O
256,DJI_Inspire_1,df010,mobile_iOS,40,Avoided,O
257,DJI_Inspire_1,df010,mobile_iOS,40,.,O
258,DJI_Inspire_1,df010,mobile_iOS,40,Revise,O
259,DJI_Inspire_1,df010,mobile_iOS,40,Flight,B-PARAMETER
260,DJI_Inspire_1,df010,mobile_iOS,40,Route,I-PARAMETER
261,DJI_Inspire_1,df010,mobile_android,41,Take,O
262,DJI_Inspire_1,df010,mobile_android,41,off,O
263,DJI_Inspire_1,df010,mobile_android,41,and,O
264,DJI_Inspire_1,df010,mobile_android,41,retry,O
265,DJI_Inspire_1,df010,mobile_android,41,this,O
266,DJI_Inspire_1,df010,mobile_android,41,function,O
267,DJI_Inspire_1,df010,mobile_android,41,.,O
268,DJI_Inspire_1,df010,mobile_android,46,Battery,B-PARAMETER
269,DJI_Inspire_1,df010,mobile_android,46,temperature,I-PARAMETER
270,DJI_Inspire_1,df010,mobile_android,46,is,O
271,DJI_Inspire_1,df010,mobile_android,46,below,O
272,DJI_Inspire_1,df010,mobile_android,46,15,O
273,DJI_Inspire_1,df010,mobile_android,46,degrees,O
274,DJI_Inspire_1,df010,mobile_android,46,Celsius,O
275,DJI_Inspire_1,df010,mobile_android,46,.,O
276,DJI_Inspire_1,df010,mobile_android,46,Warm,O
277,DJI_Inspire_1,df010,mobile_android,46,up,O
278,DJI_Inspire_1,df010,mobile_android,46,the,O
279,DJI_Inspire_1,df010,mobile_android,46,battery,B-PARAMETER
280,DJI_Inspire_1,df010,mobile_android,46,temperature,I-PARAMETER
281,DJI_Inspire_1,df010,mobile_android,46,to,O
282,DJI_Inspire_1,df010,mobile_android,46,above,O
283,DJI_Inspire_1,df010,mobile_android,46,25,O
284,DJI_Inspire_1,df010,mobile_android,46,degree,O
285,DJI_Inspire_1,df010,mobile_android,46,Celsius,O
286,DJI_Inspire_1,df010,mobile_android,46,to,O
287,DJI_Inspire_1,df010,mobile_android,46,ensure,O
288,DJI_Inspire_1,df010,mobile_android,46,a,O
289,DJI_Inspire_1,df010,mobile_android,46,safe,O
290,DJI_Inspire_1,df010,mobile_android,46,flight,O
291,DJI_Inspire_1,df010,mobile_android,46,.,O
292,DJI_Inspire_1,df010,mobile_android,47,Return,B-PARAMETER
293,DJI_Inspire_1,df010,mobile_android,47,-,O
294,DJI_Inspire_1,df010,mobile_android,47,to,I-PARAMETER
295,DJI_Inspire_1,df010,mobile_android,47,-,O
296,DJI_Inspire_1,df010,mobile_android,47,Home,I-PARAMETER
297,DJI_Inspire_1,df010,mobile_android,47,Altitude,I-PARAMETER
298,DJI_Inspire_1,df010,mobile_android,47,:,O
299,DJI_Inspire_1,df010,mobile_android,47,65FT,O
300,DJI_Inspire_1,df010,mobile_android,48,Taking,B-ACTION
301,DJI_Inspire_1,df010,mobile_android,48,Off,I-ACTION
302,DJI_Inspire_1,df010,mobile_android,48,.,O
303,DJI_Inspire_1,df010,mobile_android,49,Landing,B-COMPONENT
304,DJI_Inspire_1,df010,mobile_android,49,Gear,I-COMPONENT
305,DJI_Inspire_1,df010,mobile_android,49,Raising,O
306,DJI_Inspire_1,df010,mobile_android,49,.,O
307,DJI_Inspire_1,df010,mobile_android,50,Landing,B-COMPONENT
308,DJI_Inspire_1,df010,mobile_android,50,Gear,I-COMPONENT
309,DJI_Inspire_1,df010,mobile_android,50,Raised,O
310,DJI_Inspire_1,df010,mobile_android,50,.,O
311,DJI_Inspire_1,df010,mobile_android,51,Landing,B-ACTION
312,DJI_Inspire_1,df010,mobile_android,51,.,O
313,DJI_Inspire_1,df010,mobile_android,52,Landing,B-COMPONENT
314,DJI_Inspire_1,df010,mobile_android,52,Gear,I-COMPONENT
315,DJI_Inspire_1,df010,mobile_android,52,Lowering,O
316,DJI_Inspire_1,df010,mobile_android,52,.,O
317,DJI_Inspire_1,df010,mobile_android,53,Landing,B-COMPONENT
318,DJI_Inspire_1,df010,mobile_android,53,Gear,I-COMPONENT
319,DJI_Inspire_1,df010,mobile_android,53,Lowered,O
320,DJI_Inspire_1,df010,mobile_android,53,.,O
321,DJI_Inspire_1,df010,mobile_android,54,Data,B-COMPONENT
322,DJI_Inspire_1,df010,mobile_android,54,Recorder,I-COMPONENT
323,DJI_Inspire_1,df010,mobile_android,54,File,B-PARAMETER
324,DJI_Inspire_1,df010,mobile_android,54,Index,I-PARAMETER
325,DJI_Inspire_1,df010,mobile_android,54,is,O
326,DJI_Inspire_1,df010,mobile_android,54,13,O
327,DJI_Inspire_1,df010,mobile_android,54,.,O
328,DJI_Inspire_1,df010,mobile_android,55,Battery,B-PARAMETER
329,DJI_Inspire_1,df010,mobile_android,55,temperature,I-PARAMETER
330,DJI_Inspire_1,df010,mobile_android,55,is,O
331,DJI_Inspire_1,df010,mobile_android,55,below,O
332,DJI_Inspire_1,df010,mobile_android,55,15,O
333,DJI_Inspire_1,df010,mobile_android,55,degrees,O
334,DJI_Inspire_1,df010,mobile_android,55,Celsius,O
335,DJI_Inspire_1,df010,mobile_android,55,.,O
336,DJI_Inspire_1,df010,mobile_android,55,Warm,O
337,DJI_Inspire_1,df010,mobile_android,55,up,O
338,DJI_Inspire_1,df010,mobile_android,55,the,O
339,DJI_Inspire_1,df010,mobile_android,55,battery,B-PARAMETER
340,DJI_Inspire_1,df010,mobile_android,55,temperature,I-PARAMETER
341,DJI_Inspire_1,df010,mobile_android,55,to,O
342,DJI_Inspire_1,df010,mobile_android,55,above,O
343,DJI_Inspire_1,df010,mobile_android,55,25,O
344,DJI_Inspire_1,df010,mobile_android,55,degree,O
345,DJI_Inspire_1,df010,mobile_android,55,Celsius,O
346,DJI_Inspire_1,df010,mobile_android,55,to,O
347,DJI_Inspire_1,df010,mobile_android,55,ensure,O
348,DJI_Inspire_1,df010,mobile_android,55,a,O
349,DJI_Inspire_1,df010,mobile_android,55,safe,O
350,DJI_Inspire_1,df010,mobile_android,55,flight,O
351,DJI_Inspire_1,df010,mobile_android,55,.,O
352,DJI_Inspire_1,df010,mobile_android,56,RTH,B-PARAMETER
353,DJI_Inspire_1,df010,mobile_android,56,Altitude,I-PARAMETER
354,DJI_Inspire_1,df010,mobile_android,56,:,O
355,DJI_Inspire_1,df010,mobile_android,56,65FT,O
356,DJI_Inspire_1,df010,mobile_android,56,.,O
357,DJI_Inspire_1,df010,mobile_android,57,Taking,B-ACTION
358,DJI_Inspire_1,df010,mobile_android,57,Off,I-ACTION
359,DJI_Inspire_1,df010,mobile_android,57,.,O
360,DJI_Inspire_1,df010,mobile_android,58,Landing,B-COMPONENT
361,DJI_Inspire_1,df010,mobile_android,58,Gear,I-COMPONENT
362,DJI_Inspire_1,df010,mobile_android,58,Raising,O
363,DJI_Inspire_1,df010,mobile_android,58,.,O
364,DJI_Inspire_1,df010,mobile_android,59,Landing,B-COMPONENT
365,DJI_Inspire_1,df010,mobile_android,59,Gear,I-COMPONENT
366,DJI_Inspire_1,df010,mobile_android,59,Raised,O
367,DJI_Inspire_1,df010,mobile_android,59,.,O
368,DJI_Inspire_1,df010,mobile_android,60,Landing,B-ACTION
369,DJI_Inspire_1,df010,mobile_android,60,.,O
370,DJI_Inspire_1,df010,mobile_android,61,Landing,B-COMPONENT
371,DJI_Inspire_1,df010,mobile_android,61,Gear,I-COMPONENT
372,DJI_Inspire_1,df010,mobile_android,61,Lowering,O
373,DJI_Inspire_1,df010,mobile_android,61,.,O
374,DJI_Inspire_1,df010,mobile_android,62,Landing,B-COMPONENT
375,DJI_Inspire_1,df010,mobile_android,62,Gear,I-COMPONENT
376,DJI_Inspire_1,df010,mobile_android,62,Lowered,O
377,DJI_Inspire_1,df010,mobile_android,62,.,O
378,DJI_Inspire_1,df011,mobile_android,64,Home,B-PARAMETER
379,DJI_Inspire_1,df011,mobile_android,64,Point,I-PARAMETER
380,DJI_Inspire_1,df011,mobile_android,64,Recorded,O
381,DJI_Inspire_1,df011,mobile_android,64,.,O
382,DJI_Inspire_1,df011,mobile_android,65,Home,B-PARAMETER
383,DJI_Inspire_1,df011,mobile_android,65,Point,I-PARAMETER
384,DJI_Inspire_1,df011,mobile_android,65,Recorded,O
385,DJI_Inspire_1,df011,mobile_android,65,.,O
386,DJI_Inspire_1,df011,mobile_android,66,Return,B-PARAMETER
387,DJI_Inspire_1,df011,mobile_android,66,-,O
388,DJI_Inspire_1,df011,mobile_android,66,to,I-PARAMETER
389,DJI_Inspire_1,df011,mobile_android,66,-,O
390,DJI_Inspire_1,df011,mobile_android,66,Home,I-PARAMETER
391,DJI_Inspire_1,df011,mobile_android,66,Altitude,I-PARAMETER
392,DJI_Inspire_1,df011,mobile_android,66,:,O
393,DJI_Inspire_1,df011,mobile_android,66,65FT,O
394,DJI_Inspire_1,df011,mobile_android,67,Landing,B-COMPONENT
395,DJI_Inspire_1,df011,mobile_android,67,Gear,I-COMPONENT
396,DJI_Inspire_1,df011,mobile_android,67,Raising,O
397,DJI_Inspire_1,df011,mobile_android,67,.,O
398,DJI_Inspire_1,df011,mobile_android,68,Landing,B-COMPONENT
399,DJI_Inspire_1,df011,mobile_android,68,Gear,I-COMPONENT
400,DJI_Inspire_1,df011,mobile_android,68,Raised,O
401,DJI_Inspire_1,df011,mobile_android,68,.,O
402,DJI_Inspire_1,df011,mobile_android,69,Landing,B-COMPONENT
403,DJI_Inspire_1,df011,mobile_android,69,Gear,I-COMPONENT
404,DJI_Inspire_1,df011,mobile_android,69,Lowering,O
405,DJI_Inspire_1,df011,mobile_android,69,.,O
406,DJI_Inspire_1,df011,mobile_android,70,Landing,B-COMPONENT
407,DJI_Inspire_1,df011,mobile_android,70,Gear,I-COMPONENT
408,DJI_Inspire_1,df011,mobile_android,70,Lowered,O
409,DJI_Inspire_1,df011,mobile_android,70,.,O
410,DJI_Inspire_1,df011,mobile_android,71,Landing,B-COMPONENT
411,DJI_Inspire_1,df011,mobile_android,71,Gear,I-COMPONENT
412,DJI_Inspire_1,df011,mobile_android,71,Raising,O
413,DJI_Inspire_1,df011,mobile_android,71,.,O
414,DJI_Inspire_1,df011,mobile_android,72,Landing,B-COMPONENT
415,DJI_Inspire_1,df011,mobile_android,72,Gear,I-COMPONENT
416,DJI_Inspire_1,df011,mobile_android,72,Paused,O
417,DJI_Inspire_1,df011,mobile_android,72,.,O
418,DJI_Inspire_1,df011,mobile_android,74,Data,B-COMPONENT
419,DJI_Inspire_1,df011,mobile_android,74,Recorder,I-COMPONENT
420,DJI_Inspire_1,df011,mobile_android,74,File,B-PARAMETER
421,DJI_Inspire_1,df011,mobile_android,74,Index,I-PARAMETER
422,DJI_Inspire_1,df011,mobile_android,74,is,O
423,DJI_Inspire_1,df011,mobile_android,74,21,O
424,DJI_Inspire_1,df011,mobile_android,74,.,O
425,DJI_Inspire_1,df011,mobile_android,75,Home,B-PARAMETER
426,DJI_Inspire_1,df011,mobile_android,75,Point,I-PARAMETER
427,DJI_Inspire_1,df011,mobile_android,75,Recorded,O
428,DJI_Inspire_1,df011,mobile_android,75,.,O
429,DJI_Inspire_1,df011,mobile_android,76,Home,I-PARAMETER
